1,20
1,4
1,5
1,8
1,3
1,11
1,21
2,11
3,11
3,18
3,19
4,16
4,11
5,11
6,17
6,2
6,7
6,11
7,11
8,12
8,1
8,11
8,22
8,6
9,11
9,1
9,13
9,10
